"","DDR1","DDR2","DDR3","DDR4"
"LIG3_CRISPRa_4_XRCC1_CasRx_4",45475.2120025971,0,0,8660.51076469274
"ATM_CRISPRa_4_XRCC1_CasRx_5",24052.659545605,0,45355.5816281143,0
"RAD51_CRISPRa_2_XRCC1_CasRx_5",20382.3587007497,44303.2050823009,1231.58692867157,0
"BRCA1_CRISPRa_2_XRCC1_CasRx_5",41044.4333695646,0,56631.9404967958,0
"POLQ_CRISPRa_3_XRCC1_CasRx_5",73842.1018612075,0,36.373292712062,0
"MRE11_CRISPRa_1_XRCC1_CasRx_5",25695.0196219877,54601.6077355763,0,0
"MRE11_CRISPRa_3_XRCC1_CasRx_5",15702.9436516593,0,215567.914577891,0
"MRE11_CRISPRa_4_XRCC1_CasRx_5",0,18206.2133143847,0,99007.8828497823
"RAD50_CRISPRa_1_XRCC1_CasRx_5",0,39970.9414262686,49061.1905891484,0
"NBN_CRISPRa_1_XRCC1_CasRx_5",16446.9104278326,33838.1301120144,0,0
"NBN_CRISPRa_4_XRCC1_CasRx_5",25812.5391780151,0,0,13155.6622719989
"XRCC4_CRISPRa_2_XRCC1_CasRx_5",40147.9825413557,25954.6511760163,0,0
"53BP1_CRISPRa_2_XRCC1_CasRx_5",0,0,45602.537141791,19857.7428691024
"LIG3_CRISPRa_2_XRCC1_CasRx_5",0,26690.6858606272,0,5672.98097130433
"PALB2_CRISPRa_4_KU70_CasRx_1",25450.2681499307,0,0,40592.1603745455
"NBN_CRISPRa_1_KU70_CasRx_1",0,29263.7657911266,0,134144.152389525
"XRCC4_CRISPRa_1_KU70_CasRx_1",35834.7234643506,16853.3693982072,0,0
"XLF_CRISPRa_1_KU70_CasRx_1",15011.4236194981,40949.076775735,0,0
"MRE11_CRISPRa_4_KU70_CasRx_2",24534.3926017173,66212.7069585959,0,0
"ATM_CRISPRa_4_KU70_CasRx_3",47997.5118951849,2665.54048592161,0,0
"RAD51_CRISPRa_1_KU70_CasRx_3",43998.9332822531,153.289868199965,0,80699.3321462681
"BRCA1_CRISPRa_2_KU70_CasRx_3",55080.7360448355,0,26905.3884319065,0
"BRCA2_CRISPRa_4_KU70_CasRx_3",0,41301.8867898461,0,5848.50065613544
"BRCA2_CRISPRa_5_KU70_CasRx_3",0,22040.8931918949,69966.2619794493,0
"POLQ_CRISPRa_2_KU70_CasRx_3",43201.5485260673,20565.1740639064,0,0
"EXO1_CRISPRa_5_KU70_CasRx_3",42044.8064497978,0,0,74622.6558998522
"MRE11_CRISPRa_3_KU70_CasRx_3",0,7748.43786163155,0,37967.679192413
"RAD50_CRISPRa_5_KU70_CasRx_3",909.076896211843,0,0,48469.2990722025
"DNA-PKcs_CRISPRa_1_KU70_CasRx_3",44455.4142023595,30640.9414324152,0,0
"DNA-PKcs_CRISPRa_5_KU70_CasRx_3",0,62233.2533166746,0,64413.8767573862
"NT_CRISPRa_3_KU70_CasRx_3",10336.8647504088,0,59393.7582311433,5166.74524873883
"CtIP_CRISPRa_5_KU70_CasRx_4",15909.8169197075,23605.423116539,0,0
"POLQ_CRISPRa_1_KU70_CasRx_4",27076.1172143096,0,62617.5805957282,0
"PALB2_CRISPRa_5_KU70_CasRx_4",35747.3122243302,198.30355965551,0,49893.7798827792
"DNA-PKcs_CRISPRa_2_KU70_CasRx_4",0,42677.8458448791,0,18910.8603588293
"XLF_CRISPRa_2_KU70_CasRx_4",15388.2631875859,26780.7132435383,0,0
"LIG4_CRISPRa_5_KU70_CasRx_4",37955.9028888449,43911.4643080121,60700.0061290659,0
"NT_CRISPRa_3_KU70_CasRx_4",1411.20590832886,178.838179566626,703.855120375515,0
"BRCA1_CRISPRa_3_KU70_CasRx_5",0,35542.5674560474,46606.9505229977,0
"POLD3_CRISPRa_4_KU70_CasRx_5",53109.1269643761,27749.1159029603,0,0
"EXO1_CRISPRa_5_KU70_CasRx_5",67179.4228996549,95703.9743795113,24318.4177537539,0
"MRE11_CRISPRa_4_KU70_CasRx_5",16321.6209838034,35126.4949566475,0,0
"PALB2_CRISPRa_2_KU70_CasRx_5",37704.3527647863,0,10130.2810842804,0
"PALB2_CRISPRa_5_KU70_CasRx_5",3847.06579689649,68947.5928610842,0,60.0462079685363
"NBN_CRISPRa_2_KU70_CasRx_5",60083.5726820013,30446.2876315263,0,0
"NBN_CRISPRa_4_KU70_CasRx_5",39019.4063090927,0,0,39801.3980049906
"NBN_CRISPRa_5_KU70_CasRx_5",21481.7978530059,104491.376903387,0,79472.5419280802
"53BP1_CRISPRa_1_KU70_CasRx_5",43701.7350661839,21009.2280471841,0,0
"53BP1_CRISPRa_2_KU70_CasRx_5",40972.5619055479,0,0,26472.9874116053
"ATM_CRISPRa_2_DNA-PKcs_CasRx_1",41582.49811369,32547.3320948703,0,0
"ATM_CRISPRa_3_DNA-PKcs_CasRx_1",0,0,813.613126454018,2537.64512753183
"RAD51_CRISPRa_2_DNA-PKcs_CasRx_1",16296.3688477976,0,46948.3489721372,0
"POLQ_CRISPRa_2_DNA-PKcs_CasRx_1",0,41076.8183325683,0,33337.6546641314
"MRE11_CRISPRa_2_DNA-PKcs_CasRx_1",0,3618.12752402139,21076.7278067841,0
"PALB2_CRISPRa_1_DNA-PKcs_CasRx_1",30587.1353551278,11522.288426364,0,0
"PALB2_CRISPRa_2_DNA-PKcs_CasRx_1",40573.3839094549,0,10814.9923663864,0
"NBN_CRISPRa_3_DNA-PKcs_CasRx_1",9443.32763020059,0,23636.2589834171,0
"XRCC4_CRISPRa_2_DNA-PKcs_CasRx_1",18942.9869484143,60463.1203148417,0,0
"CtIP_CRISPRa_3_DNA-PKcs_CasRx_2",30675.5178311484,31037.5485517262,0,0
"BRCA1_CRISPRa_3_DNA-PKcs_CasRx_2",31280.5978592894,31016.8665853818,0,0
"POLD3_CRISPRa_2_DNA-PKcs_CasRx_2",46145.3648427533,0,0,22888.6906897911
"MRE11_CRISPRa_4_DNA-PKcs_CasRx_2",31233.9785312785,0,51860.6578720926,0
"NBN_CRISPRa_3_DNA-PKcs_CasRx_2",46329.8996827963,49294.8584888442,0,0
"XRCC1_CRISPRa_5_DNA-PKcs_CasRx_2",23606.8622215011,43620.7001929344,0,0
"LIG4_CRISPRa_3_DNA-PKcs_CasRx_2",24867.5265497949,0,176645.938864215,0
"53BP1_CRISPRa_3_DNA-PKcs_CasRx_2",31081.494479243,0,0,68558.912682845
"LIG3_CRISPRa_1_DNA-PKcs_CasRx_2",39720.6387012561,0,0,6400.00198163107
"LIG3_CRISPRa_3_DNA-PKcs_CasRx_2",79.6413520185589,0,60149.9398427888,0
"ATM_CRISPRa_5_DNA-PKcs_CasRx_3",0,0,79068.5189486572,20910.860978089
"RAD51_CRISPRa_4_DNA-PKcs_CasRx_3",38955.3047330778,133.82448811108,0,0
"EXO1_CRISPRa_2_DNA-PKcs_CasRx_3",42910.1777259994,49585.6226039219,0,0
"MRE11_CRISPRa_3_DNA-PKcs_CasRx_3",22284.0387891929,0,0,38705.7856565185
"RAD50_CRISPRa_4_DNA-PKcs_CasRx_3",76840.3073939062,41412.5961391016,0,0
"PALB2_CRISPRa_5_DNA-PKcs_CasRx_3",0,0,106883.877826308,11250.8117976739
"XRCC4_CRISPRa_4_DNA-PKcs_CasRx_3",34220.5292319744,17220.7784473849,60455.6031271586,0
"XLF_CRISPRa_1_DNA-PKcs_CasRx_3",41826.2783497468,20095.571769262,0,0
"LIG3_CRISPRa_1_DNA-PKcs_CasRx_3",49462.1357835262,0,7526.08095168524,0
"NT_CRISPRa_2_DNA-PKcs_CasRx_3",0,44512.4579182564,64598.3297286797,0
"NT_CRISPRa_3_DNA-PKcs_CasRx_3",36017.3158323932,48821.6064354332,0,0
"CtIP_CRISPRa_3_DNA-PKcs_CasRx_4",38824.1878730472,25166.3032824164,7436.74303976088,0
"CtIP_CRISPRa_5_DNA-PKcs_CasRx_4",3201.19385674598,0,0,14412.9374880785
"POLQ_CRISPRa_5_DNA-PKcs_CasRx_4",926.559144215917,53668.4860775654,0,0
"MRE11_CRISPRa_5_DNA-PKcs_CasRx_4",0,38312.7343599467,286.519446100278,0
"RAD50_CRISPRa_4_DNA-PKcs_CasRx_4",30530.8036671146,42239.8747928792,0,0
"PALB2_CRISPRa_1_DNA-PKcs_CasRx_4",30273.4261270547,0,0,66325.1937464154
"PALB2_CRISPRa_2_DNA-PKcs_CasRx_4",13434.1363551306,98909.6791628995,0,0
"PALB2_CRISPRa_3_DNA-PKcs_CasRx_4",44455.4142023595,0,0,28706.7063480349
"NBN_CRISPRa_2_DNA-PKcs_CasRx_4",0,93265.9355233786,0,111359.849722818
"XRCC1_CRISPRa_3_DNA-PKcs_CasRx_4",42867.4433419894,52939.7509104878,0,0
"XRCC1_CRISPRa_4_DNA-PKcs_CasRx_4",21027.2594049,0,6399.14700555364,0
"XLF_CRISPRa_1_DNA-PKcs_CasRx_4",0,54830.3259516207,40388.3937251198,0
"LIG3_CRISPRa_1_DNA-PKcs_CasRx_4",46700.9118348828,61151.708135486,0,0
"CtIP_CRISPRa_3_DNA-PKcs_CasRx_5",0,0,33249.0183064785,12550.581253239
"ATM_CRISPRa_5_DNA-PKcs_CasRx_5",0,25848.8081717829,0,5299.77069408451
"BRCA1_CRISPRa_4_DNA-PKcs_CasRx_5",32989.0019836875,33688.4900025812,0,0
"BRCA2_CRISPRa_2_DNA-PKcs_CasRx_5",0,38671.6273053356,10408.5048671306,0
"BRCA2_CRISPRa_3_DNA-PKcs_CasRx_5",25566.8164699579,22640.6702158837,0,0
"POLQ_CRISPRa_3_DNA-PKcs_CasRx_5",0,167.888903266628,0,147758.013417715
"POLQ_CRISPRa_5_DNA-PKcs_CasRx_5",79079.0063744279,0,0,3435.56688361518
"MRE11_CRISPRa_2_DNA-PKcs_CasRx_5",0,48387.2851422,0,51575.9974937131
"MRE11_CRISPRa_3_DNA-PKcs_CasRx_5",32976.3759156845,51994.4633899214,0,0
"MRE11_CRISPRa_4_DNA-PKcs_CasRx_5",0,70911.1630775504,0,6287.2998682132
"RAD50_CRISPRa_1_DNA-PKcs_CasRx_5",38583.3213449911,100824.585929144,0,0
"PALB2_CRISPRa_2_DNA-PKcs_CasRx_5",26177.7239141002,14296.10508903,62636.0863060553,0
"PALB2_CRISPRa_4_DNA-PKcs_CasRx_5",0,36767.6698153915,0,30981.07194832
"NBN_CRISPRa_4_DNA-PKcs_CasRx_5",1695.77805639517,0,0,10965.3613628696
"XRCC1_CRISPRa_4_DNA-PKcs_CasRx_5",0,87770.6154070354,0,138707.664195134
"XRCC4_CRISPRa_3_DNA-PKcs_CasRx_5",24050.7170736046,24405.9368726944,0,0
"XLF_CRISPRa_1_DNA-PKcs_CasRx_5",35252.953100215,55026.1963387651,46827.104663097,0
"LIG4_CRISPRa_1_DNA-PKcs_CasRx_5",27916.2363545054,0,4455.40929325643,0
"53BP1_CRISPRa_3_DNA-PKcs_CasRx_5",1571.4598483662,34126.461054581,0,0
"LIG3_CRISPRa_2_DNA-PKcs_CasRx_5",13760.4716512066,0,31799.1916215346,0
"LIG3_CRISPRa_4_DNA-PKcs_CasRx_5",0,340.644151555477,1689.12466331277,0
"NT_CRISPRa_2_DNA-PKcs_CasRx_5",21883.8895570996,29570.3455275265,0,0
"NT_CRISPRa_4_DNA-PKcs_CasRx_5",30141.3380310239,0,0,26930.2623799811
"BRCA1_CRISPRa_1_XRCC4_CasRx_1",26924.6043982743,731.168339588721,0,0
"BRCA1_CRISPRa_2_XRCC4_CasRx_1",26604.0965181996,0,52082.7263960188,0
"BRCA1_CRISPRa_4_XRCC4_CasRx_1",0,24987.4651028498,0,3353.34976808903
"EXO1_CRISPRa_2_XRCC4_CasRx_1",0,0,37869.0646088527,27215.7128147854
"MRE11_CRISPRa_4_XRCC4_CasRx_1",0,15983.5102254852,37243.6992253822,0
"PALB2_CRISPRa_3_XRCC4_CasRx_1",72697.0146169407,0,0,32455.4373009013
"NBN_CRISPRa_3_XRCC4_CasRx_1",42679.0235579455,9225.37357587566,0,0
"KU70_CRISPRa_3_XRCC4_CasRx_1",26122.3634620873,54231.7655138875,0,0
"CtIP_CRISPRa_1_XRCC4_CasRx_2",39617.6876852322,6460.07301699852,0,0
"CtIP_CRISPRa_2_XRCC4_CasRx_2",33317.279751764,79681.5333938484,0,0
"ATM_CRISPRa_2_XRCC4_CasRx_2",0,43653.5480218344,1795.69202967969,44406.4802622699
"ATM_CRISPRa_3_XRCC4_CasRx_2",80529.0617227658,259.132872433274,0,0
"BRCA1_CRISPRa_2_XRCC4_CasRx_2",0,28828.2279116378,0,49224.9575047912
"BRCA2_CRISPRa_3_XRCC4_CasRx_2",44363.146782338,52679.401451799,7420.15171326064,0
"BRCA2_CRISPRa_5_XRCC4_CasRx_2",23169.8060213993,0,77205.8234850343,0
"EXO1_CRISPRa_3_XRCC4_CasRx_2",12485.2387829094,4296.98265462124,0,0
"PALB2_CRISPRa_4_XRCC4_CasRx_2",0,99875.6486498104,89981.1448902181,0
"XLF_CRISPRa_2_XRCC4_CasRx_2",0,33463.4215453034,22688.0008611342,15878.9887503257
"XLF_CRISPRa_3_XRCC4_CasRx_2",45553.8821186155,2289.61533295503,0,0
"53BP1_CRISPRa_5_XRCC4_CasRx_2",43613.3525901633,0,193403.816757399,0
"LIG3_CRISPRa_1_XRCC4_CasRx_2",22782.282857309,0,184148.409082035,37141.8128858919
"BRCA1_CRISPRa_2_XRCC4_CasRx_3",43093.7413300422,24380.3885613277,0,0
"BRCA1_CRISPRa_3_XRCC4_CasRx_3",7403.7320297253,0,51856.8291044387,0
"POLD3_CRISPRa_3_XRCC4_CasRx_3",33371.6689677766,3001.31829245487,0,0
"EXO1_CRISPRa_2_XRCC4_CasRx_3",17753.2228481371,0,33703.3654014082,0
"EXO1_CRISPRa_4_XRCC4_CasRx_3",36721.4619325572,33372.1775761368,116.777413443988,0
"PALB2_CRISPRa_1_XRCC4_CasRx_3",39704.1276892523,21876.654047395,28638.5439232391,0
"DNA-PKcs_CRISPRa_5_XRCC4_CasRx_3",0,29280.7979987044,16064.2328198851,0
"XLF_CRISPRa_5_XRCC4_CasRx_3",53082.90359237,18624.7189862957,0,12698.3873036231
"CtIP_CRISPRa_2_XRCC4_CasRx_4",0,187.354283355513,36210.5700867712,6939.494065533
"CtIP_CRISPRa_5_XRCC4_CasRx_4",0,32098.4117665704,4017.01539688474,0
"RAD51_CRISPRa_3_XRCC4_CasRx_4",0,20939.8826306174,0,13227.7177215611
"BRCA1_CRISPRa_4_XRCC4_CasRx_4",16854.8295479277,26624.9902028272,0,0
"POLQ_CRISPRa_1_XRCC4_CasRx_4",0,64219.9386719964,0,67693.3235002831
"EXO1_CRISPRa_1_XRCC4_CasRx_4",0,0,21171.170742247,68940.4370503989
"MRE11_CRISPRa_2_XRCC4_CasRx_4",0,51437.2668848771,0,78811.1098526114
"PALB2_CRISPRa_1_XRCC4_CasRx_4",82708.5153072737,30880.6089247596,182016.423626754,0
"XRCC1_CRISPRa_3_XRCC4_CasRx_4",27020.7567622967,27465.6513054159,0,0
"BRCA1_CRISPRa_4_XRCC4_CasRx_5",86086.4741160608,25707.6841661385,0,0
"BRCA2_CRISPRa_5_XRCC4_CasRx_5",0,58531.1813410199,15824.9348415162,0
"MRE11_CRISPRa_1_XRCC4_CasRx_5",57718.6130214502,28625.0580069601,0,0
"RAD50_CRISPRa_3_XRCC4_CasRx_5",20186.169028704,23039.7105077058,0,0
"PALB2_CRISPRa_1_XRCC4_CasRx_5",29383.7739508473,0,70333.1855462815,0
"PALB2_CRISPRa_3_XRCC4_CasRx_5",1521.92681235466,0,121927.105938486,0
"XRCC1_CRISPRa_2_XRCC4_CasRx_5",44382.5715023425,17114.9354431516,0,37571.3742198206
"53BP1_CRISPRa_5_XRCC4_CasRx_5",17637.6457641101,17024.9080602405,98199.5946593172,0
"POLQ_CRISPRa_4_XLF_CasRx_1",0,67149.4783753735,107541.149606894,0
"POLD3_CRISPRa_4_XLF_CasRx_1",13579.8217551645,24744.1478517388,0,0
"RAD50_CRISPRa_2_XLF_CasRx_1",0,50976.1806940216,0,95849.4523106373
"PALB2_CRISPRa_2_XLF_CasRx_1",39265.12901715,0,14822.4358441364,0
"PALB2_CRISPRa_5_XLF_CasRx_1",53732.6604765214,37744.5885786024,0,0
"DNA-PKcs_CRISPRa_1_XLF_CasRx_1",21134.0953649249,90.0273829110904,0,0
"DNA-PKcs_CRISPRa_5_XLF_CasRx_1",18252.4381522534,29807.5798473598,0,0
"LIG3_CRISPRa_5_XLF_CasRx_1",19323.711460503,35201.9233044919,51332.2879358542,0
"CtIP_CRISPRa_1_XLF_CasRx_2",24041.0047136023,25558.0440567052,0,0
"BRCA2_CRISPRa_5_XLF_CasRx_2",52769.1943642969,0,0,49372.7635551753
"EXO1_CRISPRa_1_XLF_CasRx_2",39845.9281452853,0,0,15575.0625592234
"RAD50_CRISPRa_3_XLF_CasRx_2",0,92919.2084405453,2786.06659615548,0
"RAD50_CRISPRa_5_XLF_CasRx_2",38253.1011049142,0,43617.9592411855,0
"LIG4_CRISPRa_5_XLF_CasRx_2",12565.8513709282,0,95011.5074595021,0
"53BP1_CRISPRa_2_XLF_CasRx_2",33109.4352477155,0,41958.8265911616,0
"LIG3_CRISPRa_1_XLF_CasRx_2",35093.6703961779,0,196764.19850164,15326.5636370152
"CtIP_CRISPRa_3_XLF_CasRx_3",15293.0820595638,33173.8740164813,0,0
"ATM_CRISPRa_3_XLF_CasRx_3",16422.629527827,34076.5810181033,0,0
"BRCA1_CRISPRa_4_XLF_CasRx_3",19841.3802486237,23476.4649734502,0,0
"RAD50_CRISPRa_3_XLF_CasRx_3",0,0,1685.93402360119,47150.1300725245
"RAD50_CRISPRa_5_XLF_CasRx_3",45098.3724345093,0,0,98217.1204802274
"NBN_CRISPRa_1_XLF_CasRx_3",0,47002.8099833781,0,2151.5018209034
"DNA-PKcs_CRISPRa_5_XLF_CasRx_3",0,27463.2181329048,0,49302.5556812428
"NT_CRISPRa_1_XLF_CasRx_3",0,90309.6309223792,66690.7512515368,0
"NT_CRISPRa_4_XLF_CasRx_3",23009.5520813619,74.2117615888718,0,0
"RAD51_CRISPRa_2_XLF_CasRx_4",29955.8319549806,0,0,74870.2310342456
"BRCA2_CRISPRa_5_XLF_CasRx_4",0,0,336.931553543311,51061.4476808135
"POLQ_CRISPRa_1_XLF_CasRx_4",5481.6559852774,47523.5089007557,0,0
"MRE11_CRISPRa_2_XLF_CasRx_4",0,33136.1598425591,0,46.1893907450279
"RAD50_CRISPRa_1_XLF_CasRx_4",182.59236804255,447.703742044342,0,0
"RAD50_CRISPRa_3_XLF_CasRx_4",25808.6542340142,18832.7552359957,0,0
"KU70_CRISPRa_1_XLF_CasRx_4",31132.969987255,36727.5224689582,0,0
"LIG3_CRISPRa_1_XLF_CasRx_4",0,29935.3214041931,0,2817.5528354467
"RAD51_CRISPRa_5_XLF_CasRx_5",0,43866.4506165566,0,55188.0078499743
"POLQ_CRISPRa_3_XLF_CasRx_5",0,87748.7168544354,0,55491.9340410766
"POLD3_CRISPRa_3_XLF_CasRx_5",41408.6468696495,36216.556241625,0,0
"MRE11_CRISPRa_2_XLF_CasRx_5",20883.5164768665,24191.8176917167,0,0
"RAD50_CRISPRa_3_XLF_CasRx_5",158.311468036892,27778.3139730936,0,0
"RAD50_CRISPRa_5_XLF_CasRx_5",80230.8922706963,45719.3114837673,0,0
"PALB2_CRISPRa_4_XLF_CasRx_5",0,60901.0913668416,0,1821.7095709839
"XRCC1_CRISPRa_4_XLF_CasRx_5",0,6044.00051759861,60430.7161374082,0
"53BP1_CRISPRa_5_XLF_CasRx_5",23857.4411095595,0,198.457790060549,208.776046167526
"LIG3_CRISPRa_2_XLF_CasRx_5",17360.8435040456,11455.3761823085,0,0
"ATM_CRISPRa_3_LIG4_CasRx_1",0,57984.9341122756,0,24460.053762937
"BRCA1_CRISPRa_4_LIG4_CasRx_1",28923.4080867401,58557.9462386421,0,0
"BRCA2_CRISPRa_2_LIG4_CasRx_1",120860.607868164,0,2753.52207109732,0
"POLD3_CRISPRa_4_LIG4_CasRx_1",0,11777.7715400306,20461.5724703906,3449.42370083869
"RAD50_CRISPRa_5_LIG4_CasRx_1",0,31802.7813064705,73896.491976179,109986.177242061
"NBN_CRISPRa_1_LIG4_CasRx_1",36008.5747083911,0,4979.31233389859,0
"XRCC4_CRISPRa_3_LIG4_CasRx_1",10511.6872304496,0,0,3888.22291291645
"CtIP_CRISPRa_2_LIG4_CasRx_2",63969.4879189069,0,0,97030.9769258951
"ATM_CRISPRa_2_LIG4_CasRx_2",32606.3349995983,45484.5103364451,0,0
"ATM_CRISPRa_5_LIG4_CasRx_2",0,43681.5295057122,0,30366.7530514112
"BRCA2_CRISPRa_4_LIG4_CasRx_2",1098.46791625598,0,0,8614.32137394771
"POLQ_CRISPRa_1_LIG4_CasRx_2",158.311468036892,0,59227.8449661409,0
"RAD50_CRISPRa_4_LIG4_CasRx_2",33272.6028957536,57244.0330826424,0,0
"PALB2_CRISPRa_1_LIG4_CasRx_2",29457.5878868645,26729.616620805,0,0
"DNA-PKcs_CRISPRa_2_LIG4_CasRx_2",0,20043.2585602732,0,12427.7174738572
"XLF_CRISPRa_1_LIG4_CasRx_2",15031.8195755029,0,0,64569.9968981044
"53BP1_CRISPRa_4_LIG4_CasRx_2",92556.8483495686,48220.6128251889,0,0
"CtIP_CRISPRa_2_LIG4_CasRx_3",126.260680029423,0,0,151701.663599525
"ATM_CRISPRa_3_LIG4_CasRx_3",35050.936012168,30904.9406498707,0,0
"BRCA1_CRISPRa_5_LIG4_CasRx_3",0,23690.5841544279,0,76096.0974646186
"BRCA2_CRISPRa_1_LIG4_CasRx_3",1352.93174831528,21354.7385437618,4009.35786157694,0
"POLQ_CRISPRa_2_LIG4_CasRx_3",0,0,50147.2843469717,98295.642444494
"MRE11_CRISPRa_5_LIG4_CasRx_3",0,39755.6056590353,23723.6825115145,0
"NBN_CRISPRa_4_LIG4_CasRx_3",21475.9704370046,0,0,26850.8166278996
"XLF_CRISPRa_5_LIG4_CasRx_3",31935.2109234419,19164.8832837623,0,0
"LIG3_CRISPRa_4_LIG4_CasRx_3",31263.1156112853,41064.6524700128,0,0
"RAD51_CRISPRa_5_LIG4_CasRx_4",1465.59512434153,45718.0948975117,0,0
"BRCA2_CRISPRa_2_LIG4_CasRx_4",38707.6395530201,0,77598.2721695591,0
"BRCA2_CRISPRa_3_LIG4_CasRx_4",35618.1378363001,0,0,6418.47773792908
"POLD3_CRISPRa_4_LIG4_CasRx_4",38983.4705770844,27505.7986518492,0,0
"RAD50_CRISPRa_3_LIG4_CasRx_4",51.4755080119954,62.0458990333191,0,52.6559054493319
"KU70_CRISPRa_5_LIG4_CasRx_4",18182.5091602371,30789.3649555929,0,15893.7693553641
"DNA-PKcs_CRISPRa_3_LIG4_CasRx_4",0,26604.3082364828,0,166605.132417316
"XRCC4_CRISPRa_1_LIG4_CasRx_4",16881.0529199338,42968.6099599568,0,0
"XLF_CRISPRa_1_LIG4_CasRx_4",39494.3407132034,0,0,184.757562980112
"53BP1_CRISPRa_4_LIG4_CasRx_4",20439.6616247631,0,34.4589088851113,0
"NT_CRISPRa_5_LIG4_CasRx_4",23534.9907574844,40142.4800883019,0,39236.9636500863
"CtIP_CRISPRa_1_LIG4_CasRx_5",26185.493802102,0,2799.46728294414,38775.993530451
"ATM_CRISPRa_5_LIG4_CasRx_5",24681.0492377515,45968.7116661561,0,0
"BRCA2_CRISPRa_1_LIG4_CasRx_5",17281.2021520271,22127.2708160394,1262.21706990278,0
"POLD3_CRISPRa_4_LIG4_CasRx_5",37840.325804818,0,35.7351647697451,0
"MRE11_CRISPRa_2_LIG4_CasRx_5",42112.7929698136,0,0,125261.932549256
"RAD50_CRISPRa_4_LIG4_CasRx_5",1179.08050427476,0,26500.8153164776,0
"DNA-PKcs_CRISPRa_2_LIG4_CasRx_5",30113.1721870173,61301.3482449192,0,0
"XRCC4_CRISPRa_1_LIG4_CasRx_5",0,60239.2684438195,31550.321724031,0
"XRCC4_CRISPRa_3_LIG4_CasRx_5",0,8725.35662484244,34882.6258388097,18053.5852666016
"LIG3_CRISPRa_2_LIG4_CasRx_5",45453.8448105922,27698.019280227,0,1595.38155633327
"CtIP_CRISPRa_4_53BP1_CasRx_1",18271.8628722579,90454.4046867903,0,0
"ATM_CRISPRa_1_53BP1_CasRx_1",0,23443.6171445502,0,2404.61968218615
"RAD51_CRISPRa_3_53BP1_CasRx_1",2323.19651254138,41405.2966215683,0,0
"RAD51_CRISPRa_5_53BP1_CasRx_1",30908.6144712027,44826.3371721897,0,0
"BRCA2_CRISPRa_4_53BP1_CasRx_1",49399.9766795117,52166.0020519547,0,0
"POLQ_CRISPRa_3_53BP1_CasRx_1",48491.8710193001,43638.9489867677,0,0
"EXO1_CRISPRa_4_53BP1_CasRx_1",61102.3992462388,0,0,27725.6436886105
"EXO1_CRISPRa_5_53BP1_CasRx_1",36806.9307005772,0,280.138166677109,0
"PALB2_CRISPRa_5_53BP1_CasRx_1",528.352384123123,42826.2693680568,0,0
"NBN_CRISPRa_2_53BP1_CasRx_1",0,28502.182795149,0,81951.9884232733
"LIG4_CRISPRa_2_53BP1_CasRx_1",21163.2324449317,38861.4147612022,0,0
"LIG4_CRISPRa_4_53BP1_CasRx_1",34664.3840840779,0,0,1144.57310266179
"LIG3_CRISPRa_3_53BP1_CasRx_1",1753.08098040852,44791.0561707786,0,0
"NT_CRISPRa_1_53BP1_CasRx_1",0,8085.43225442036,0,44108.096798057
"BRCA1_CRISPRa_1_53BP1_CasRx_2",44672.9710664102,0,136577.885366139,0
"BRCA1_CRISPRa_2_53BP1_CasRx_2",27738.5001664639,0,648.337989393947,10358.43276848
"POLQ_CRISPRa_2_53BP1_CasRx_2",31928.4122714403,23776.9617785723,0,0
"RAD50_CRISPRa_2_53BP1_CasRx_2",36521.3873165106,58675.955105431,155877.42685357,19050.3523188793
"XRCC1_CRISPRa_4_53BP1_CasRx_2",10660.2863384842,0,28818.4960029725,0
"XLF_CRISPRa_3_53BP1_CasRx_2",31825.4612554163,47025.9251222336,3741.34412580385,0
"LIG4_CRISPRa_5_53BP1_CasRx_2",32271.2585795202,0,0,17870.6752792513
"ATM_CRISPRa_5_53BP1_CasRx_3",0,26447.3686095161,94.4429354628977,0
"BRCA1_CRISPRa_1_53BP1_CasRx_3",0,8287.38557284254,1927.14638579697,2279.90832717458
"POLQ_CRISPRa_3_53BP1_CasRx_3",23895.3193135684,0,44633.2207974116,0
"POLD3_CRISPRa_1_53BP1_CasRx_3",29742.1600349309,33346.6292647701,0,0
"MRE11_CRISPRa_1_53BP1_CasRx_3",25526.0245579484,35773.7188446029,0,15519.6352903294
"RAD50_CRISPRa_5_53BP1_CasRx_3",14134.3975112938,0,0,59332.1199876182
"KU70_CRISPRa_4_53BP1_CasRx_3",0,43318.9868015567,20766.5976268181,0
"XLF_CRISPRa_1_53BP1_CasRx_3",37918.9959208363,9376.23027156451,0,0
"ATM_CRISPRa_4_53BP1_CasRx_4",23552.4730054885,6906.5601727873,0,0
"BRCA1_CRISPRa_2_53BP1_CasRx_4",10283.4467703964,119321.563358606,0,0
"POLD3_CRISPRa_3_53BP1_CasRx_4",42632.4042299347,50984.6967978105,0,50853.5954224609
"EXO1_CRISPRa_1_53BP1_CasRx_4",0,42266.6396905014,0,34584.7682142471
"MRE11_CRISPRa_4_53BP1_CasRx_4",491.445416114522,54645.4048407763,0,0
"PALB2_CRISPRa_2_53BP1_CasRx_4",6144.03893743175,54009.1302291209,0,32470.2179059397
"PALB2_CRISPRa_3_53BP1_CasRx_4",87373.3618163607,0,0,3881.75639821215
"NBN_CRISPRa_1_53BP1_CasRx_4",25374.511741913,56009.1980332538,0,0
