"","DDR1","DDR2","DDR3","DDR4"
"LIG3_CRISPRa_1_POLD3_CasRx_4",36102.7846004131,60144.3747158862,0,0
"BRCA1_CRISPRa_5_POLD3_CasRx_5",59411.4773698447,36338.2148671805,19740.4878955726,0
"BRCA2_CRISPRa_5_POLD3_CasRx_5",0,26475.3500933939,0,6216.16820646586
"POLQ_CRISPRa_1_POLD3_CasRx_5",0,50152.5517990107,8725.12335529865,68099.7901388394
"DNA-PKcs_CRISPRa_3_POLD3_CasRx_5",693.462504161598,155.723040711075,0,0
"XRCC4_CRISPRa_1_POLD3_CasRx_5",114.605848026707,62179.7235214302,0,0
"XRCC4_CRISPRa_4_POLD3_CasRx_5",0,5352.97952444321,17585.5298343685,0
"XLF_CRISPRa_1_POLD3_CasRx_5",35547.2376082836,85858.1418133025,0,0
"LIG3_CRISPRa_1_POLD3_CasRx_5",39061.1694571025,0,9499.17254932903,7114.0899625492
"BRCA1_CRISPRa_5_EXO1_CasRx_1",78818.7151263672,0,601.116521662498,0
"POLD3_CRISPRa_1_EXO1_CasRx_1",71866.6078367472,59055.5300171642,0,0
"POLD3_CRISPRa_3_EXO1_CasRx_1",22203.4262011741,0,147.407554675198,0
"RAD50_CRISPRa_5_EXO1_CasRx_1",23194.0869214049,36026.7687857584,0,23990.7695529675
"PALB2_CRISPRa_5_EXO1_CasRx_1",32258.6325115173,0,103064.682091541,0
"BRCA2_CRISPRa_5_EXO1_CasRx_2",72320.1750488529,33827.1808357144,0,0
"POLQ_CRISPRa_2_EXO1_CasRx_2",0,42171.7459625681,0,10705.7769868826
"POLQ_CRISPRa_4_EXO1_CasRx_2",27784.1482584746,75.4283478444271,0,0
"RAD50_CRISPRa_2_EXO1_CasRx_2",25596.9247859649,0,0,42213.4079896959
"PALB2_CRISPRa_2_EXO1_CasRx_2",30940.6652592101,0,0,19335.8027536836
"NBN_CRISPRa_5_EXO1_CasRx_2",42139.0163418197,0,0,77632.3566007983
"DNA-PKcs_CRISPRa_1_EXO1_CasRx_2",24585.8681097293,0,0,43927.9581741514
"XLF_CRISPRa_5_EXO1_CasRx_2",35572.4897442895,0,0,32869.2942419768
"LIG4_CRISPRa_4_EXO1_CasRx_2",517.668788120633,91067.5641595902,0,0
"LIG3_CRISPRa_5_EXO1_CasRx_2",412.77530009619,43956.4779994677,0,0
"BRCA2_CRISPRa_3_EXO1_CasRx_3",37289.6349926897,0,3230.20364400803,0
"BRCA2_CRISPRa_4_EXO1_CasRx_3",12979.5979070247,25797.7115490496,0,0
"POLD3_CRISPRa_4_EXO1_CasRx_3",0,18442.2310479624,821.27066176182,0
"PALB2_CRISPRa_1_EXO1_CasRx_3",122.375736028517,233.584561066613,0,0
"PALB2_CRISPRa_3_EXO1_CasRx_3",58562.6171056469,72100.9844354834,0,0
"XRCC1_CRISPRa_4_EXO1_CasRx_3",0,20320.6402265398,0,26600.4701300616
"DNA-PKcs_CRISPRa_3_EXO1_CasRx_3",34009.7710199253,20425.2666445175,49754.8356624469,0
"DNA-PKcs_CRISPRa_4_EXO1_CasRx_3",0,6424.79201558741,51515.4306552991,0
"DNA-PKcs_CRISPRa_5_EXO1_CasRx_3",24470.2910257023,36203.1737928139,145941.774791697,0
"XRCC4_CRISPRa_1_EXO1_CasRx_3",40904.575385532,325547.532710292,0,0
"LIG4_CRISPRa_3_EXO1_CasRx_3",40478.2027814327,0,0,2889.60828500895
"LIG4_CRISPRa_5_EXO1_CasRx_3",29975.2566749852,0,0,1487.2983819899
"NT_CRISPRa_4_EXO1_CasRx_3",651.699356151866,0,0,14834.1847316732
"CtIP_CRISPRa_3_EXO1_CasRx_4",21458.4881890005,0,1033.76726655334,0
"ATM_CRISPRa_4_EXO1_CasRx_4",0,32502.3184034148,0,80445.2904971705
"BRCA1_CRISPRa_5_EXO1_CasRx_4",2194.9933605115,27336.6931623271,0,0
"BRCA2_CRISPRa_4_EXO1_CasRx_4",0,47074.5885724559,33585.9498600219,0
"POLQ_CRISPRa_2_EXO1_CasRx_4",52640.0199762668,0,0,6065.59079263707
"POLQ_CRISPRa_3_EXO1_CasRx_4",28500.9204266416,0,0,54529.3471379502
"MRE11_CRISPRa_3_EXO1_CasRx_4",5847.81195736272,0,0,20895.1565852357
"PALB2_CRISPRa_1_EXO1_CasRx_4",27205.2916023397,55580.9596712983,0,0
"PALB2_CRISPRa_5_EXO1_CasRx_4",0,75299.3897013383,0,103988.946747726
"KU70_CRISPRa_4_EXO1_CasRx_4",18449.5990602993,0,0,115346.917931928
"DNA-PKcs_CRISPRa_1_EXO1_CasRx_4",0,0,20567.5017088152,15624.9471012281
"DNA-PKcs_CRISPRa_5_EXO1_CasRx_4",14225.693695315,0,6591.86164413334,0
"XLF_CRISPRa_2_EXO1_CasRx_4",34721.6870080912,0,54380.6251163019,0
"XLF_CRISPRa_4_EXO1_CasRx_4",0,1131.42521766641,0,9908.54810262339
"XLF_CRISPRa_5_EXO1_CasRx_4",0,9744.85590699776,0,10715.9386528465
"LIG4_CRISPRa_4_EXO1_CasRx_4",28078.4327665432,3845.62915381023,0,0
"53BP1_CRISPRa_1_EXO1_CasRx_4",79946.32012263,43808.0544762899,4905.92762053215,28379.6854615601
"LIG3_CRISPRa_1_EXO1_CasRx_4",1033.39510424081,2164.30694863284,0,0
"LIG3_CRISPRa_4_EXO1_CasRx_4",0,22016.5614667838,9157.13597224718,0
"NT_CRISPRa_3_EXO1_CasRx_4",75787.4875696609,43359.13414799,28508.3658230065,95632.3621741356
"MRE11_CRISPRa_3_EXO1_CasRx_5",408.890356095284,0,0,76653.1415170037
"RAD50_CRISPRa_5_EXO1_CasRx_5",22098.5327131496,17732.9612609737,17487.2581312517,0
"PALB2_CRISPRa_1_EXO1_CasRx_5",10174.668338371,16579.6374907073,0,0
"PALB2_CRISPRa_4_EXO1_CasRx_5",15715.5697196622,0,0,71241.5924973162
"XRCC1_CRISPRa_2_EXO1_CasRx_5",0,35957.4233691917,0,21757.050616538
"XRCC1_CRISPRa_3_EXO1_CasRx_5",23633.0855935072,166.672317011073,0,0
"KU70_CRISPRa_2_EXO1_CasRx_5",45111.9697385125,1227.53553185527,14249.3969519359,0
"DNA-PKcs_CRISPRa_5_EXO1_CasRx_5",0,55643.0055703317,84468.995724485,80.3695398963486
"53BP1_CRISPRa_2_EXO1_CasRx_5",32743.2792756302,400.256878077686,0,0
"53BP1_CRISPRa_4_EXO1_CasRx_5",29804.3191389453,0,0,129280.409544074
"CtIP_CRISPRa_1_MRE11_CasRx_1",0,60730.7692910638,117013.520782646,0
"ATM_CRISPRa_2_MRE11_CasRx_1",17258.8637240219,41380.9648964572,0,0
"RAD51_CRISPRa_2_MRE11_CasRx_1",0,19500.6610902955,80.4041207319265,0
"POLQ_CRISPRa_4_MRE11_CasRx_1",28020.1586065296,40962.4592245461,0,0
"EXO1_CRISPRa_2_MRE11_CasRx_1",15677.6915156534,36705.6239163582,0,0
"PALB2_CRISPRa_1_MRE11_CasRx_1",48819.1775513764,61756.3515044969,0,0
"PALB2_CRISPRa_5_MRE11_CasRx_1",0,23514.1791473724,115944.018351323,0
"KU70_CRISPRa_2_MRE11_CasRx_1",0,64.4790715444296,212.49660479152,0
"KU70_CRISPRa_3_MRE11_CasRx_1",22612.3165572694,17239.0272412183,0,0
"XLF_CRISPRa_1_MRE11_CasRx_1",19700.5510285908,17415.4322482738,0,0
"NT_CRISPRa_3_MRE11_CasRx_1",0,44550.1720921787,0,76663.3031829676
"CtIP_CRISPRa_1_MRE11_CasRx_2",22742.4621812997,51889.8369719436,0,0
"BRCA1_CRISPRa_1_MRE11_CasRx_2",0,49260.7940736887,0,42230.959958179
"RAD50_CRISPRa_4_MRE11_CasRx_2",8854.75861406344,8426.07640597584,0,0
"XRCC1_CRISPRa_4_MRE11_CasRx_2",0,49000.4446149999,0,30730.725450482
"53BP1_CRISPRa_2_MRE11_CasRx_2",63279.9103587462,26015.480488794,0,0
"NT_CRISPRa_2_MRE11_CasRx_2",0,0,51125.5344825435,63303.4838038757
"NT_CRISPRa_5_MRE11_CasRx_2",0,24126.1220339167,0,96421.2769680607
"POLQ_CRISPRa_5_MRE11_CasRx_3",24796.6263217784,0,12147.4035099441,0
"POLD3_CRISPRa_2_MRE11_CasRx_3",34340.9624960025,18545.6408796846,0,0
"RAD50_CRISPRa_5_MRE11_CasRx_3",69434.6328921804,0,0,38063.7531251626
"NBN_CRISPRa_4_MRE11_CasRx_3",0,15069.8539475632,0,86572.7750734059
"KU70_CRISPRa_2_MRE11_CasRx_3",35671.5558163126,0,0,26676.2207308834
"53BP1_CRISPRa_3_MRE11_CasRx_3",29621.7267709028,11036.8705103975,0,98606.0351503006
"LIG3_CRISPRa_2_MRE11_CasRx_3",0,1070.59590488864,0,57522.419658228
"NT_CRISPRa_2_MRE11_CasRx_3",15653.4106156477,0,1301.14287438411,0
"NT_CRISPRa_3_MRE11_CasRx_3",24824.792165785,0,81.0422486742433,0
"ATM_CRISPRa_3_MRE11_CasRx_4",59369.714221835,0,0,1709.93124538093
"POLQ_CRISPRa_1_MRE11_CasRx_4",42025.3817297932,0,0,125191.724675324
"POLQ_CRISPRa_2_MRE11_CasRx_4",26548.7360661867,33857.5954921033,0,4845.26708915343
"RAD50_CRISPRa_4_MRE11_CasRx_4",0,96494.7554456223,32102.9405220774,0
"XRCC1_CRISPRa_5_MRE11_CasRx_4",0,29014.3656087378,0,98518.275307885
"KU70_CRISPRa_3_MRE11_CasRx_4",0,27499.7157205715,12643.2289211243,0
"XLF_CRISPRa_2_MRE11_CasRx_4",26367.1149341444,39489.1732690687,0,0
"NT_CRISPRa_1_MRE11_CasRx_4",32392.6630795485,13035.7217282748,0,0
"RAD51_CRISPRa_1_MRE11_CasRx_5",22672.5331892834,0,69662.5130789065,0
"BRCA1_CRISPRa_1_MRE11_CasRx_5",29507.1209228761,0,50773.2878583846,0
"BRCA1_CRISPRa_4_MRE11_CasRx_5",0,38277.4533585356,0,27811.5559553962
"BRCA1_CRISPRa_5_MRE11_CasRx_5",33929.1584319066,0,0,3189.83932485163
"RAD50_CRISPRa_5_MRE11_CasRx_5",0,0,7168.09117604548,35565.8308736715
"KU70_CRISPRa_5_MRE11_CasRx_5",9824.05214228931,14146.4649795967,0,0
"XRCC4_CRISPRa_2_MRE11_CasRx_5",9545.30741022435,0,58412.3174558599,0
"LIG4_CRISPRa_2_MRE11_CasRx_5",0,35620.4289764029,11564.7926986088,0
"NT_CRISPRa_3_MRE11_CasRx_5",4693.01235309362,25210.1003876164,0,0
"BRCA1_CRISPRa_3_RAD50_CasRx_1",25957.2533420489,459.869604599894,0,0
"POLQ_CRISPRa_1_RAD50_CasRx_1",22143.2095691601,0,0,5955.6600426639
"PALB2_CRISPRa_1_RAD50_CasRx_1",27684.1109504513,44853.1020698119,0,0
"XRCC1_CRISPRa_2_RAD50_CasRx_1",0,40354.1660967685,91716.85289332,0
"KU70_CRISPRa_3_RAD50_CasRx_1",33729.0838158599,0,0,70.2078739324425
"53BP1_CRISPRa_3_RAD50_CasRx_1",45660.7180786404,0,40766.8035949137,0
"BRCA2_CRISPRa_3_RAD50_CasRx_2",36963.2996966136,0,0,120138.605327818
"POLQ_CRISPRa_2_RAD50_CasRx_2",53616.1121564942,124556.53401626,0,0
"POLQ_CRISPRa_4_RAD50_CasRx_2",54771.8829967636,5540.33380779873,0,0
"MRE11_CRISPRa_4_RAD50_CasRx_2",25394.9076979178,8893.24552810907,0,0
"NBN_CRISPRa_2_RAD50_CasRx_2",28059.9792825389,31821.0301003038,0,0
"NBN_CRISPRa_4_RAD50_CasRx_2",28905.925838736,6426.00860184297,0,0
"53BP1_CRISPRa_2_RAD50_CasRx_2",54.3892160126744,21484.9132731062,0,0
"LIG3_CRISPRa_2_RAD50_CasRx_2",28207.6071545733,71995.1414312501,0,0
"ATM_CRISPRa_5_RAD50_CasRx_3",0,23379.1380730057,0,19716.4033334226
"BRCA1_CRISPRa_2_RAD50_CasRx_3",22765.7718453051,0,0,15701.6214898648
"POLQ_CRISPRa_3_RAD50_CasRx_3",14936.6384474807,0,0,1255.42764044986
"NBN_CRISPRa_2_RAD50_CasRx_3",35114.0663521827,25094.5246933387,0,0
"XLF_CRISPRa_3_RAD50_CasRx_3",12137.5362948284,44763.0746869008,0,0
"LIG4_CRISPRa_1_RAD50_CasRx_3",16931.5571919456,23231.9311360836,0,0
"53BP1_CRISPRa_3_RAD50_CasRx_3",42781.0033379693,0,0,55394.936320512
"CtIP_CRISPRa_2_RAD50_CasRx_4",0,37694.7085421247,21458.3283162896,0
"RAD51_CRISPRa_3_RAD50_CasRx_4",31652.581247376,0,0,64788.9346102358
"BRCA1_CRISPRa_1_RAD50_CasRx_4",28473.7258186353,0,0,4092.38002000948
"BRCA1_CRISPRa_3_RAD50_CasRx_4",38807.6768610434,0,137660.150356308,0
"POLQ_CRISPRa_1_RAD50_CasRx_4",20226.9609407135,24758.7468868054,0,0
"POLD3_CRISPRa_4_RAD50_CasRx_4",19557.7793365576,0,0,54239.2777640714
"MRE11_CRISPRa_4_RAD50_CasRx_4",15528.1211716185,44879.8669674341,0,0
"XLF_CRISPRa_1_RAD50_CasRx_4",0,116580.59452484,11090.025509525,0
"53BP1_CRISPRa_3_RAD50_CasRx_4",33951.4968599118,0,46864.7542116937,0
"CtIP_CRISPRa_1_RAD50_CasRx_5",31507.8670833423,147.206936922188,0,0
"POLQ_CRISPRa_1_RAD50_CasRx_5",28627.181106671,72.9951753333166,0,0
"POLQ_CRISPRa_2_RAD50_CasRx_5",34626.505880069,24218.5825893389,0,35746.893285392
"POLD3_CRISPRa_2_RAD50_CasRx_5",0,18493.3276706958,132008.251171208,0
"POLD3_CRISPRa_4_RAD50_CasRx_5",0,33405.0254050368,0,39043.8919967721
"PALB2_CRISPRa_2_RAD50_CasRx_5",38781.4534890373,55100.408100354,0,1691.45548908292
"NBN_CRISPRa_3_RAD50_CasRx_5",11617.9250347073,45547.772821734,0,16100.6978259018
"NBN_CRISPRa_5_RAD50_CasRx_5",62904.0420266586,36256.7035880583,0,0
"XLF_CRISPRa_5_RAD50_CasRx_5",28430.0201986251,50567.407712155,51191.8997885445,86737.2093044582
"53BP1_CRISPRa_2_RAD50_CasRx_5",7304.66595770221,65.6956577999849,0,0
"53BP1_CRISPRa_3_RAD50_CasRx_5",26736.1846142304,0,0,16545.039764869
"ATM_CRISPRa_2_PALB2_CasRx_1",17057.817871975,63088.51345433,717.255807164169,0
"ATM_CRISPRa_3_PALB2_CasRx_1",24074.9979736102,58649.1902078087,0,0
"ATM_CRISPRa_4_PALB2_CasRx_1",29775.1820589385,0,60133.9866442309,0
"BRCA2_CRISPRa_2_PALB2_CasRx_1",35066.4757881716,0,0,12630.0270053204
"BRCA2_CRISPRa_3_PALB2_CasRx_1",20628.081408807,110073.074643875,256136.260382744,0
"EXO1_CRISPRa_1_PALB2_CasRx_1",48942.5245234051,38373.5636727245,102521.635212629,0
"MRE11_CRISPRa_4_PALB2_CasRx_1",75629.176101624,40181.4108484797,43487.7811409528,0
"KU70_CRISPRa_3_PALB2_CasRx_1",5921.62589337992,41867.5993986793,0,0
"XRCC4_CRISPRa_4_PALB2_CasRx_1",55006.9221088183,15369.1341664298,0,0
"XLF_CRISPRa_1_PALB2_CasRx_1",0,67964.5911665955,0,116289.181503127
"LIG4_CRISPRa_1_PALB2_CasRx_1",0,6054.94979389861,172380.053569827,0
"LIG3_CRISPRa_1_PALB2_CasRx_1",0,31604.477746815,0,9227.71648304168
"BRCA1_CRISPRa_3_PALB2_CasRx_2",38087.9909848757,45848.2696268561,0,0
"BRCA1_CRISPRa_4_PALB2_CasRx_2",0,81851.923273759,10221.5333800317,0
"BRCA2_CRISPRa_3_PALB2_CasRx_2",38672.6750570119,43491.7420498456,0,15148.2725887394
"BRCA2_CRISPRa_4_PALB2_CasRx_2",0,63564.1986802521,63670.491700551,0
"BRCA2_CRISPRa_5_PALB2_CasRx_2",17620.163516106,17023.691473985,0,0
"POLQ_CRISPRa_2_PALB2_CasRx_2",20496.9645487764,0,0,1277.59854800747
"POLD3_CRISPRa_1_PALB2_CasRx_2",30081.1213990098,42503.8740103347,0,0
"POLD3_CRISPRa_2_PALB2_CasRx_2",25299.7265698956,0,61062.4628003019,14984.762145502
"POLD3_CRISPRa_5_PALB2_CasRx_2",75091.1113574986,0,64228.215522136,0
"MRE11_CRISPRa_3_PALB2_CasRx_2",54756.3432207599,0,106933.013677866,0
"RAD50_CRISPRa_1_PALB2_CasRx_2",43769.7215861997,71256.6735741281,0,0
"NBN_CRISPRa_1_PALB2_CasRx_2",86293.347384109,35222.6052708363,0,0
"KU70_CRISPRa_5_PALB2_CasRx_2",53080.9611203695,19293.8414268511,0,0
"XRCC4_CRISPRa_2_PALB2_CasRx_2",0,0,131135.93027406,71981.5465370515
"XLF_CRISPRa_4_PALB2_CasRx_2",852.745208198716,26452.2349545384,0,0
"XLF_CRISPRa_5_PALB2_CasRx_2",0,42360.3168321792,86435.0679147633,0
"LIG4_CRISPRa_1_PALB2_CasRx_2",27275.220594356,52574.7750338212,0,0
"53BP1_CRISPRa_4_PALB2_CasRx_2",0,40357.8158555352,0,77436.5135840393
"NT_CRISPRa_5_PALB2_CasRx_2",0,0,91743.016138955,191.224077684416
"BRCA1_CRISPRa_4_PALB2_CasRx_3",38075.3649168727,16833.9040181184,0,297.45967639798
"MRE11_CRISPRa_3_PALB2_CasRx_3",9102.42379412115,35007.2695036031,0,0
"RAD50_CRISPRa_1_PALB2_CasRx_3",42763.5210899652,88661.1565461018,0,45599.0903313065
"DNA-PKcs_CRISPRa_1_PALB2_CasRx_3",11919.9794307777,0,214.410988618471,0
"XLF_CRISPRa_2_PALB2_CasRx_3",2823.38305265794,42915.0801647124,0,41000.4745887315
"XLF_CRISPRa_5_PALB2_CasRx_3",56658.9945452033,40846.8835302684,0,0
"LIG3_CRISPRa_5_PALB2_CasRx_3",25659.0838899794,27768.5812830492,0,0
"NT_CRISPRa_5_PALB2_CasRx_3",30990.1982952217,35332.0980338363,0,162.586655422498
"RAD51_CRISPRa_4_PALB2_CasRx_4",37007.0053166238,0,91965.0846628813,0
"BRCA1_CRISPRa_1_PALB2_CasRx_4",35950.3005483775,0,0,395.381184777439
"BRCA2_CRISPRa_1_PALB2_CasRx_4",52978.9813403458,0,0,5797.69232631591
"POLQ_CRISPRa_2_PALB2_CasRx_4",0,48483.3954563889,70739.034917595,0
"POLQ_CRISPRa_3_PALB2_CasRx_4",26100.9962700823,54191.6181674542,0,0
"MRE11_CRISPRa_1_PALB2_CasRx_4",35158.7432081931,55692.8856068094,0,0
"MRE11_CRISPRa_3_PALB2_CasRx_4",0,22381.5373434504,89912.2270724479,0
"MRE11_CRISPRa_5_PALB2_CasRx_4",36498.0776525052,367.409049177693,0,0
"NBN_CRISPRa_4_PALB2_CasRx_4",0,37366.2302531247,0,14152.4293242766
"XRCC1_CRISPRa_5_PALB2_CasRx_4",44389.3701543441,0,1924.5938740277,0
"DNA-PKcs_CRISPRa_5_PALB2_CasRx_4",33774.7319078706,57599.2762692645,0,0
"XLF_CRISPRa_2_PALB2_CasRx_4",0,0,35428.2252294907,612.47132127907
"XLF_CRISPRa_3_PALB2_CasRx_4",8948.96850608539,0,35915.7549774208,0
"NT_CRISPRa_3_PALB2_CasRx_4",0,4060.96492104351,56288.6276638294,8351.96563451595
"NT_CRISPRa_4_PALB2_CasRx_4",63875.2780268849,28907.3060182489,6304.70407009074,0
"CtIP_CRISPRa_1_PALB2_CasRx_5",42591.6123179252,47490.6610718558,0,0
"BRCA2_CRISPRa_2_PALB2_CasRx_5",484.646764112938,0,0,15809.7046642082
"RAD50_CRISPRa_3_PALB2_CasRx_5",0,50039.4092772441,8233.76483971466,0
"DNA-PKcs_CRISPRa_5_PALB2_CasRx_5",0,104906.232816531,4075.08503963557,0
"LIG3_CRISPRa_1_PALB2_CasRx_5",17765.84891614,35266.4023760363,0,0
"LIG3_CRISPRa_2_PALB2_CasRx_5",38356.0521209382,0,44.6689559621814,0
"NT_CRISPRa_4_PALB2_CasRx_5",0,0,105526.579693,7123.32784069821
"CtIP_CRISPRa_1_NBN_CasRx_1",0,25481.3991226053,0,1585.21989036936
"CtIP_CRISPRa_2_NBN_CasRx_1",41029.8648295612,35796.8339834584,0,0
"BRCA1_CRISPRa_1_NBN_CasRx_1",21907.1992211051,0,0,18304.8555522546
"BRCA1_CRISPRa_3_NBN_CasRx_1",5610.8303733075,46351.936336656,0,0
"BRCA1_CRISPRa_5_NBN_CasRx_1",64526.9773830368,0,0,80542.288217735
"POLD3_CRISPRa_2_NBN_CasRx_1",7827.19092582398,0,0,18276.2181299927
"MRE11_CRISPRa_1_NBN_CasRx_1",36521.3873165106,38456.2915381023,194965.953960191,0
"PALB2_CRISPRa_1_NBN_CasRx_1",14023.676607268,0,3199.57350277682,0
"PALB2_CRISPRa_5_NBN_CasRx_1",0,27935.2536000602,0,7811.54976279913
"DNA-PKcs_CRISPRa_3_NBN_CasRx_1",39201.9986771353,0,67658.7913400315,0
"LIG4_CRISPRa_5_NBN_CasRx_1",0,28963.2689860045,0,502.540571305904
"CtIP_CRISPRa_2_NBN_CasRx_2",0,30699.3375726818,0,100812.964240098
"ATM_CRISPRa_2_NBN_CasRx_2",122.375736028517,3080.39639906596,0,0
"RAD51_CRISPRa_3_NBN_CasRx_2",25304.5827498968,20136.9357019509,0,0
"DNA-PKcs_CRISPRa_3_NBN_CasRx_2",0,46879.934771567,0,40027.7260196412
"XLF_CRISPRa_1_NBN_CasRx_2",0,20714.8141733397,74391.0411314745,0
"XLF_CRISPRa_4_NBN_CasRx_2",18232.0421962486,38605.9316475356,0,0
"LIG4_CRISPRa_3_NBN_CasRx_2",0,0,382.876765390126,4757.50724673788
"LIG4_CRISPRa_5_NBN_CasRx_2",30353.0674790732,0,79007.8967941371,0
"53BP1_CRISPRa_3_NBN_CasRx_2",14492.7835953773,54286.5118953875,0,0
"LIG3_CRISPRa_2_NBN_CasRx_2",29908.2413909696,0,7934.48283476804,0
"LIG3_CRISPRa_3_NBN_CasRx_2",0,62738.13661273,0,280.83149572977
"RAD51_CRISPRa_2_NBN_CasRx_3",21689.6423570544,43778.8564061566,0,0
"BRCA1_CRISPRa_5_NBN_CasRx_3",90133.6145290039,14674.4634145077,0,53490.0858461871
"RAD50_CRISPRa_1_NBN_CasRx_3",0,46175.5313296005,130051.112772122,0
"XRCC4_CRISPRa_2_NBN_CasRx_3",0,12258.323110975,24772.1267207412,0
"XLF_CRISPRa_1_NBN_CasRx_3",3884.94400090531,0,0,171048.551806987
"LIG4_CRISPRa_4_NBN_CasRx_3",24353.7427056752,0,0,26530.2622561291
"53BP1_CRISPRa_4_NBN_CasRx_3",45188.6973825304,0,67108.086925812,0
"NT_CRISPRa_3_NBN_CasRx_3",45258.6263745467,35942.8243341251,1294.12346701863,3317.32204330791
"NT_CRISPRa_5_NBN_CasRx_3",12155.0185428325,20998.2787708841,0,0
"CtIP_CRISPRa_1_NBN_CasRx_4",0,0,130589.692755437,48678.998906185
"BRCA1_CRISPRa_5_NBN_CasRx_4",27974.5105145189,0,0,31123.3352718147
"XRCC1_CRISPRa_1_NBN_CasRx_4",20406.6396007554,25659.0207159163,0,0
"XRCC1_CRISPRa_3_NBN_CasRx_4",33688.2919038504,0,21439.8226059624,0
"XRCC4_CRISPRa_1_NBN_CasRx_4",0,0,42990.0413459457,42727.9578025955
"XRCC4_CRISPRa_2_NBN_CasRx_4",16712.0578558944,31884.2925855927,0,0
"XLF_CRISPRa_1_NBN_CasRx_4",23574.8114334937,91703.8387712456,0,276.212556655267
"LIG4_CRISPRa_1_NBN_CasRx_4",29234.2036068125,0,0,47093.7790158156
"53BP1_CRISPRa_2_NBN_CasRx_4",31882.7641794297,39035.3865957466,0,0
"CtIP_CRISPRa_2_NBN_CasRx_5",19797.6746286135,31463.3537411705,0,0
"ATM_CRISPRa_3_NBN_CasRx_5",3839.29590889468,0,40.8401883082801,0
"RAD51_CRISPRa_1_NBN_CasRx_5",22158.7493451637,6438.17446439852,0,0
"BRCA1_CRISPRa_1_NBN_CasRx_5",0,39598.6660320687,0,678.984043951911
"POLQ_CRISPRa_2_NBN_CasRx_5",0,35042.5505050142,0,65120.5744357851
"POLD3_CRISPRa_4_NBN_CasRx_5",16346.8731198093,2148.49132731062,0,0
"MRE11_CRISPRa_2_NBN_CasRx_5",15890.392199703,0,0,97750.6076337026
"RAD50_CRISPRa_1_NBN_CasRx_5",26069.9167180751,33170.2242577146,0,0
"RAD50_CRISPRa_5_NBN_CasRx_5",90004.4401409738,47272.8921321114,0,0
"XRCC1_CRISPRa_1_NBN_CasRx_5",36096.9571844117,61554.3981860747,0,26854.5117791592
"XRCC1_CRISPRa_4_NBN_CasRx_5",27789.9756744759,0,0,7866.05324387826
"53BP1_CRISPRa_1_NBN_CasRx_5",21481.7978530059,0,49104.583289226,38157.0556944676
"53BP1_CRISPRa_3_NBN_CasRx_5",49310.6229674909,45845.836454345,22568.0328079787,0
"LIG3_CRISPRa_4_NBN_CasRx_5",0,0,60003.8085439982,8938.57089697781
"ATM_CRISPRa_5_XRCC1_CasRx_1",36703.0084485529,17312.0224165516,0,0
"POLD3_CRISPRa_1_XRCC1_CasRx_1",34715.8595920899,62266.1011455746,0,0
"POLD3_CRISPRa_2_XRCC1_CasRx_1",0,25857.3242755718,57945.8459300263,0
"RAD50_CRISPRa_3_XRCC1_CasRx_1",35562.7773842872,57368.124880709,0,0
"RAD50_CRISPRa_4_XRCC1_CasRx_1",0,0,58.7077706931527,74.8268130069453
"LIG4_CRISPRa_1_XRCC1_CasRx_1",0,27931.6038412936,112757.845535334,0
"LIG4_CRISPRa_3_XRCC1_CasRx_1",154.426524035986,691.020993155397,0,0
"LIG3_CRISPRa_2_XRCC1_CasRx_1",0,285.89777005549,0,100988.483924929
"BRCA2_CRISPRa_3_XRCC1_CasRx_2",15424.1989195943,0,72292.2383291943,0
"POLQ_CRISPRa_3_XRCC1_CasRx_2",0,0,28423.4948066783,43941.8149913749
"EXO1_CRISPRa_3_XRCC1_CasRx_2",11226.5169266161,0,0,25103.0100821078
"XRCC4_CRISPRa_2_XRCC1_CasRx_2",16407.0897518234,0,0,86677.1630964896
"CtIP_CRISPRa_1_XRCC1_CasRx_3",0,20292.658742662,0,63531.6593941561
"CtIP_CRISPRa_4_XRCC1_CasRx_3",41264.903941616,27247.8823656715,0,81697.0229863607
"RAD51_CRISPRa_2_XRCC1_CasRx_3",0,26539.8291649383,3920.65807759489,0
"BRCA1_CRISPRa_5_XRCC1_CasRx_3",14926.9260874784,21703.8987991061,0,0
"PALB2_CRISPRa_5_XRCC1_CasRx_3",26507.9441541772,0,0,102118.276422552
"DNA-PKcs_CRISPRa_1_XRCC1_CasRx_3",55848.0124850143,99476.6083579883,0,0
"DNA-PKcs_CRISPRa_3_XRCC1_CasRx_3",32666.5516316123,0,227.173547464808,0
"XRCC4_CRISPRa_3_XRCC1_CasRx_3",67703.8903397771,39166.7779113466,0,0
"XLF_CRISPRa_2_XRCC1_CasRx_3",13225.3206150819,36526.7857367916,0,0
"XLF_CRISPRa_3_XRCC1_CasRx_3",0,60573.8296640972,3562.66830195512,0
"LIG3_CRISPRa_1_XRCC1_CasRx_3",0,0,27688.3714171293,30230.0324548059
"BRCA2_CRISPRa_2_XRCC1_CasRx_4",30746.4180591649,0,0,58.1986323387352
"NBN_CRISPRa_2_XRCC1_CasRx_4",13176.7588150706,0,0,94747.3734474609
"DNA-PKcs_CRISPRa_3_XRCC1_CasRx_4",19284.862020494,44848.2357247897,0,0
"53BP1_CRISPRa_2_XRCC1_CasRx_4",0,0,10060.7251385679,75103.0255636005
